,country,experience_ml,age,role_group,gender,salary_avg
1375,1,0,2,1,0,233.04048883648673
1376,0,0,2,3,0,89.16583905874286
1377,5,6,8,0,0,130.7087424308525
1378,1,0,2,0,1,222.8988288144251
1379,15,5,4,0,1,141.71828898488442
1380,1,0,2,1,0,156.15953479311986
1381,4,5,2,1,2,156.15953479311986
1382,7,0,4,2,0,200.19851193256022
1383,16,5,4,1,1,141.71828898488442
1384,14,2,2,0,0,156.15953479311986
1385,2,4,6,3,0,200.19851193256022
1386,3,1,2,1,0,187.2326310891366
1387,2,1,2,0,0,222.8988288144251
1388,1,1,2,2,0,187.2326310891366
1389,1,2,5,2,0,212.00749960243928
1390,16,3,4,2,2,187.2326310891366
1391,4,4,5,0,0,187.2326310891366
1392,0,0,4,2,0,130.7087424308525
1393,15,1,5,3,0,118.09813614437608
1394,1,2,6,1,0,172.7492065931607
1395,0,0,7,2,0,118.09813614437608
1396,3,6,6,0,0,270.14982462478054
1397,9,0,1,3,0,89.16583905874286
1398,0,0,5,2,0,118.09813614437608
1399,15,1,7,0,0,156.15953479311986
1400,15,0,6,2,0,118.09813614437608
1401,1,0,6,3,0,200.19851193256022
1402,3,6,5,3,0,200.19851193256022
1403,5,2,3,3,2,130.7087424308525
1404,8,0,3,0,0,67.95421998648453
1405,2,2,6,2,0,200.19851193256022
1406,0,0,3,0,0,118.09813614437608
1407,0,0,0,1,0,53.32961628929493
1408,1,0,6,0,1,156.15953479311986
1409,8,1,1,1,0,43.10818354904701
1410,13,6,5,2,0,270.14982462478054
1411,2,0,4,2,0,222.8988288144251
1412,12,3,9,2,0,187.2326310891366
1413,4,0,4,2,0,43.10818354904701
1414,7,3,2,0,0,172.7492065931607
1415,3,5,5,1,0,233.04048883648673
1416,4,1,2,1,0,172.7492065931607
1417,1,2,6,3,1,249.33775301859075
1418,1,2,9,1,0,233.04048883648673
1419,4,1,2,0,0,172.7492065931607
1420,2,7,7,0,0,200.19851193256022
1421,0,0,4,1,0,130.7087424308525
1422,7,1,7,2,0,249.33775301859075
1423,5,0,3,1,0,156.15953479311986
1424,0,1,4,1,0,77.73682636782002
1425,0,0,3,3,0,103.06289000048194
1426,5,0,6,2,0,187.2326310891366
1427,1,5,5,1,0,270.14982462478054
1428,2,1,8,1,0,187.2326310891366
1429,1,1,2,0,0,200.19851193256022
1430,14,1,2,1,0,27.02080847004485
1431,2,0,3,2,0,172.7492065931607
1432,10,1,2,0,1,89.16583905874286
1433,5,5,4,0,0,130.7087424308525
1434,2,1,4,1,0,156.15953479311986
1435,2,5,8,0,0,249.33775301859075
1436,3,1,4,2,1,200.19851193256022
1437,19,1,4,1,0,187.2326310891366
1438,7,5,8,0,0,27.02080847004485
1439,9,2,3,0,0,187.2326310891366
1440,0,2,2,2,0,118.09813614437608
1441,5,4,3,0,0,118.09813614437608
1442,5,4,6,0,0,222.8988288144251
1443,4,0,4,0,0,118.09813614437608
1444,0,0,4,2,0,130.7087424308525
1445,1,0,5,2,0,200.19851193256022
1446,5,3,7,3,0,187.2326310891366
1447,10,3,6,1,0,233.04048883648673
1448,5,6,4,3,0,249.33775301859075
1449,4,1,1,0,0,187.2326310891366
1450,4,5,9,0,0,187.2326310891366
1451,3,5,6,1,0,270.14982462478054
1452,2,2,1,0,0,43.10818354904701
1453,5,3,2,0,0,130.7087424308525
1454,18,6,5,3,0,212.00749960243928
1455,0,0,9,1,0,118.09813614437608
1456,3,3,3,0,1,200.19851193256022
1457,3,3,3,2,0,222.8988288144251
1458,12,3,4,0,0,200.19851193256022
1459,0,2,3,0,0,67.95421998648453
1460,2,2,2,1,0,222.8988288144251
1461,12,0,4,1,0,212.00749960243928
1462,2,6,4,0,0,212.00749960243928
1463,2,4,4,2,1,187.2326310891366
1464,7,3,8,1,0,222.8988288144251
1465,4,0,7,2,0,43.10818354904701
1466,0,0,2,0,0,27.02080847004485
1467,1,2,2,2,0,172.7492065931607
1468,14,3,2,0,0,187.2326310891366
1469,3,1,5,2,1,53.32961628929493
1470,5,4,7,2,0,172.7492065931607
1471,0,0,1,0,0,43.10818354904701
1472,3,6,9,2,0,270.14982462478054
1473,6,6,5,0,0,156.15953479311986
1474,1,0,3,2,0,156.15953479311986
1475,4,0,4,0,0,172.7492065931607
1476,15,0,4,2,0,141.71828898488442
1477,4,1,2,0,0,53.32961628929493
1478,14,3,6,2,0,249.33775301859075
1479,0,1,8,0,0,118.09813614437608
1480,2,0,6,2,0,172.7492065931607
1481,1,4,2,0,1,249.33775301859075
1482,0,0,3,2,0,43.10818354904701
1483,2,1,2,0,0,27.02080847004485
1484,16,1,7,1,0,27.02080847004485
1485,16,0,7,2,0,141.71828898488442
1486,4,4,8,0,0,27.02080847004485
1487,1,0,5,2,2,172.7492065931607
1488,10,0,2,3,0,130.7087424308525
1489,2,1,7,2,0,222.8988288144251
1490,0,0,6,0,0,27.02080847004485
1491,6,1,1,1,0,27.02080847004485
1492,5,6,5,0,0,172.7492065931607
1493,1,5,4,0,1,233.04048883648673
1494,1,6,8,0,0,212.00749960243928
1495,7,6,4,0,0,249.33775301859075
1496,1,4,3,3,0,118.09813614437608
1497,7,4,2,2,0,172.7492065931607
1498,7,6,5,0,0,249.33775301859075
1499,14,2,9,3,0,118.09813614437608
1500,2,1,9,0,0,200.19851193256022
1501,0,3,2,0,0,156.15953479311986
1502,1,7,6,0,0,249.33775301859075
1503,1,0,7,1,0,27.02080847004485
1504,1,0,2,0,0,187.2326310891366
1505,2,3,6,2,1,156.15953479311986
1506,0,0,1,2,0,27.02080847004485
1507,1,3,2,0,0,270.14982462478054
1508,2,4,6,0,0,187.2326310891366
1509,1,0,3,2,0,200.19851193256022
1510,5,6,4,0,0,187.2326310891366
1511,8,2,3,0,0,141.71828898488442
1512,1,3,4,2,1,43.10818354904701
1513,19,1,1,0,0,118.09813614437608
1514,12,3,4,0,0,212.00749960243928
1515,0,1,3,2,0,118.09813614437608
1516,0,1,4,1,0,27.02080847004485
1517,18,2,1,1,0,27.02080847004485
1518,1,2,2,0,0,222.8988288144251
1519,0,1,4,3,0,118.09813614437608
1520,8,4,4,0,0,156.15953479311986
1521,1,5,2,0,0,200.19851193256022
1522,5,1,6,2,0,200.19851193256022
1523,0,0,2,2,0,77.73682636782002
1524,1,2,5,0,1,222.8988288144251
1525,5,7,6,0,0,187.2326310891366
1526,5,5,3,0,0,222.8988288144251
1527,16,1,2,0,2,77.73682636782002
1528,3,2,4,3,0,222.8988288144251
1529,4,0,7,0,0,249.33775301859075
1530,2,5,4,0,0,172.7492065931607
1531,2,0,3,1,0,27.02080847004485
1532,7,5,5,3,0,249.33775301859075
1533,4,2,6,3,0,212.00749960243928
1534,0,3,8,2,0,130.7087424308525
1535,3,4,4,0,0,222.8988288144251
1536,1,0,3,0,0,212.00749960243928
1537,4,1,2,0,0,130.7087424308525
1538,0,2,0,1,0,77.73682636782002
1539,7,0,4,0,0,53.32961628929493
1540,1,2,1,1,0,200.19851193256022
1541,3,0,5,3,0,233.04048883648673
1542,0,2,5,0,0,53.32961628929493
1543,14,0,3,1,0,118.09813614437608
1544,1,1,2,0,1,43.10818354904701
1545,0,0,2,0,0,43.10818354904701
1546,13,5,4,0,1,233.04048883648673
1547,8,2,3,0,0,27.02080847004485
1548,5,3,4,2,0,187.2326310891366
1549,2,0,3,0,0,156.15953479311986
1550,4,1,1,2,1,172.7492065931607
1551,15,0,1,1,0,27.02080847004485
1552,2,2,7,3,0,200.19851193256022
1553,3,4,3,0,0,172.7492065931607
1554,1,4,3,0,0,212.00749960243928
1555,6,2,3,0,0,156.15953479311986
1556,2,2,2,0,0,187.2326310891366
1557,19,1,3,1,0,172.7492065931607
1558,6,0,2,1,1,141.71828898488442
1559,16,3,1,1,1,103.06289000048194
1560,4,0,4,0,1,27.02080847004485
1561,4,0,7,2,0,53.32961628929493
1562,6,0,3,2,0,130.7087424308525
1563,2,5,4,1,0,118.09813614437608
1564,6,4,3,2,0,156.15953479311986
1565,2,0,3,3,0,172.7492065931607
1566,3,5,5,3,0,270.14982462478054
1567,0,0,2,1,0,130.7087424308525
1568,0,2,6,1,0,53.32961628929493
1569,4,1,1,0,0,172.7492065931607
1570,2,0,4,1,0,172.7492065931607
1571,19,7,6,0,0,43.10818354904701
1572,9,2,2,1,0,172.7492065931607
1573,11,0,4,2,0,249.33775301859075
1574,1,4,4,0,0,130.7087424308525
1575,12,1,0,1,0,27.02080847004485
1576,1,0,5,1,0,89.16583905874286
1577,1,4,6,1,0,270.14982462478054
1578,2,0,7,3,0,187.2326310891366
1579,6,0,2,0,0,43.10818354904701
1580,4,2,4,0,0,200.19851193256022
1581,2,0,3,2,0,172.7492065931607
1582,4,0,1,2,0,103.06289000048194
1583,4,5,3,0,0,156.15953479311986
1584,5,5,6,2,0,249.33775301859075
1585,17,0,4,1,0,67.95421998648453
1586,2,1,1,1,0,43.10818354904701
1587,11,2,4,2,0,187.2326310891366
1588,13,6,8,0,0,43.10818354904701
1589,4,1,2,2,0,67.95421998648453
1590,13,1,2,0,0,212.00749960243928
1591,4,0,2,2,0,27.02080847004485
1592,1,2,6,3,0,130.7087424308525
1593,2,5,3,1,0,249.33775301859075
1594,1,3,2,1,0,222.8988288144251
1595,10,1,6,2,0,103.06289000048194
1596,2,5,5,1,0,212.00749960243928
1597,5,0,2,3,0,130.7087424308525
1598,0,3,4,1,0,118.09813614437608
1599,4,1,2,0,1,187.2326310891366
1600,6,2,3,1,0,187.2326310891366
1601,1,7,9,2,0,233.04048883648673
1602,5,5,3,0,0,156.15953479311986
1603,1,1,7,0,0,156.15953479311986
1604,14,6,5,3,0,233.04048883648673
1605,5,6,5,1,1,187.2326310891366
1606,0,5,3,0,0,212.00749960243928
1607,2,5,2,1,0,172.7492065931607
1608,8,0,2,0,0,27.02080847004485
1609,3,1,4,2,0,103.06289000048194
1610,0,1,1,0,0,61.283233089426346
1611,2,5,4,0,0,212.00749960243928
1612,0,1,0,0,0,27.02080847004485
1613,0,0,1,1,0,103.06289000048194
1614,10,1,2,0,0,118.09813614437608
1615,3,0,2,2,1,43.10818354904701
1616,8,0,1,3,1,27.02080847004485
1617,1,2,8,1,1,172.7492065931607
1618,5,5,7,0,1,172.7492065931607
1619,1,1,1,2,1,156.15953479311986
1620,1,3,5,0,0,200.19851193256022
1621,7,5,8,0,0,222.8988288144251
1622,0,0,0,2,0,103.06289000048194
1623,1,2,2,1,1,172.7492065931607
1624,7,2,6,0,1,172.7492065931607
1625,2,5,5,3,0,270.14982462478054
1626,2,6,6,2,1,141.71828898488442
1627,1,0,2,0,0,141.71828898488442
1628,17,0,2,2,1,270.14982462478054
1629,1,1,9,2,0,233.04048883648673
1630,3,1,3,3,0,27.02080847004485
1631,3,1,9,3,0,27.02080847004485
1632,1,6,7,0,0,187.2326310891366
1633,3,3,2,0,0,172.7492065931607
1634,8,0,8,0,0,67.95421998648453
1635,3,4,3,1,0,77.73682636782002
1636,0,1,4,0,0,130.7087424308525
1637,9,1,6,2,1,172.7492065931607
1638,15,2,2,0,0,43.10818354904701
1639,5,5,2,0,1,156.15953479311986
1640,2,1,1,0,0,156.15953479311986
1641,1,5,3,0,0,233.04048883648673
1642,0,4,4,0,1,103.06289000048194
1643,3,2,3,1,0,200.19851193256022
1644,8,1,5,3,0,103.06289000048194
1645,8,2,4,1,0,172.7492065931607
1646,0,0,5,1,1,130.7087424308525
1647,2,0,3,0,1,156.15953479311986
1648,1,5,4,0,0,200.19851193256022
1649,3,0,4,1,0,222.8988288144251
1650,17,0,3,0,0,141.71828898488442
1651,2,1,1,0,0,141.71828898488442
1652,3,2,3,0,0,212.00749960243928
1653,0,0,2,1,1,141.71828898488442
1654,9,0,4,2,1,172.7492065931607
1655,2,4,2,0,0,156.15953479311986
1656,0,0,0,1,0,27.02080847004485
1657,0,0,4,2,2,89.16583905874286
1658,18,1,4,0,1,200.19851193256022
1659,5,0,8,2,0,172.7492065931607
1660,14,2,4,0,0,53.32961628929493
1661,5,1,2,1,1,156.15953479311986
1662,4,1,2,0,0,172.7492065931607
1663,7,0,3,2,1,156.15953479311986
1664,4,0,2,1,0,156.15953479311986
1665,0,4,4,3,0,200.19851193256022
1666,7,5,5,0,0,249.33775301859075
1667,3,1,8,3,0,249.33775301859075
1668,8,2,7,1,0,212.00749960243928
1669,3,0,2,2,0,130.7087424308525
1670,6,5,4,1,0,187.2326310891366
1671,3,0,8,1,1,187.2326310891366
1672,3,1,5,1,0,249.33775301859075
1673,10,3,2,1,0,118.09813614437608
1674,3,0,6,2,0,249.33775301859075
1675,2,0,6,1,0,172.7492065931607
1676,3,2,3,0,0,200.19851193256022
1677,6,0,4,2,0,200.19851193256022
1678,4,0,3,2,0,27.02080847004485
1679,0,6,6,2,0,141.71828898488442
1680,1,1,2,0,0,233.04048883648673
1681,1,2,3,0,0,200.19851193256022
1682,14,0,5,3,0,249.33775301859075
1683,0,1,1,2,1,89.16583905874286
1684,0,1,3,0,1,67.95421998648453
1685,8,5,2,0,0,67.95421998648453
1686,2,2,1,0,0,118.09813614437608
1687,0,3,4,0,0,89.16583905874286
1688,12,4,2,0,0,200.19851193256022
1689,3,2,3,0,0,233.04048883648673
1690,17,1,9,3,0,270.14982462478054
1691,0,3,6,2,0,270.14982462478054
1692,2,0,2,3,0,118.09813614437608
1693,9,0,3,0,0,118.09813614437608
1694,18,1,5,0,0,141.71828898488442
1695,5,2,2,1,0,43.10818354904701
1696,1,4,4,0,0,249.33775301859075
1697,8,3,5,1,0,43.10818354904701
1698,4,4,3,0,0,200.19851193256022
1699,0,2,3,0,0,172.7492065931607
1700,2,1,7,0,1,53.32961628929493
1701,0,0,4,1,1,53.32961628929493
1702,5,0,5,0,0,118.09813614437608
1703,6,0,1,0,1,43.10818354904701
1704,7,2,2,2,0,249.33775301859075
1705,1,0,6,2,0,77.73682636782002
1706,0,0,4,2,0,27.02080847004485
1707,11,0,8,2,0,200.19851193256022
1708,2,4,2,0,1,141.71828898488442
1709,15,5,7,1,0,27.02080847004485
1710,19,0,2,0,0,77.73682636782002
1711,3,7,6,0,1,200.19851193256022
1712,4,5,6,0,0,233.04048883648673
1713,0,0,2,1,0,141.71828898488442
1714,3,1,2,0,1,200.19851193256022
1715,3,2,3,1,0,222.8988288144251
1716,9,0,3,2,0,118.09813614437608
1717,4,0,7,3,0,249.33775301859075
1718,10,0,2,2,0,118.09813614437608
1719,2,4,3,0,0,187.2326310891366
1720,17,0,7,0,0,222.8988288144251
1721,0,0,0,0,0,27.02080847004485
1722,4,2,2,0,0,172.7492065931607
1723,2,1,6,0,0,233.04048883648673
1724,4,4,3,0,0,212.00749960243928
1725,16,7,6,0,0,187.2326310891366
1726,1,4,2,0,0,212.00749960243928
1727,5,1,1,2,0,130.7087424308525
1728,8,0,6,1,0,103.06289000048194
1729,5,2,3,0,0,27.02080847004485
1730,3,6,6,1,0,249.33775301859075
1731,6,2,1,0,0,141.71828898488442
1732,0,4,3,0,0,200.19851193256022
1733,0,0,2,1,0,89.16583905874286
1734,1,0,7,3,0,130.7087424308525
1735,5,3,3,3,0,103.06289000048194
1736,3,3,3,0,0,222.8988288144251
1737,0,3,8,3,0,130.7087424308525
1738,0,1,5,0,0,53.32961628929493
1739,16,1,3,0,0,130.7087424308525
1740,10,0,5,2,0,103.06289000048194
1741,17,3,2,0,0,89.16583905874286
1742,4,1,5,1,0,27.02080847004485
1743,10,1,7,2,0,43.10818354904701
1744,2,0,7,1,0,141.71828898488442
1745,9,1,5,0,1,118.09813614437608
1746,13,0,3,3,2,130.7087424308525
1747,3,0,4,1,0,187.2326310891366
1748,5,4,7,1,0,187.2326310891366
1749,15,1,1,0,0,118.09813614437608
1750,0,3,4,2,0,53.32961628929493
1751,0,0,0,2,0,67.95421998648453
1752,2,1,6,0,0,130.7087424308525
1753,0,0,5,2,0,89.16583905874286
1754,3,2,3,0,0,130.7087424308525
1755,10,2,3,0,0,118.09813614437608
1756,17,1,3,0,0,200.19851193256022
1757,13,3,2,3,0,187.2326310891366
1758,4,3,7,1,0,156.15953479311986
1759,3,0,6,3,0,270.14982462478054
1760,14,1,3,0,0,172.7492065931607
1761,6,1,6,0,0,77.73682636782002
1762,6,1,6,0,0,103.06289000048194
1763,5,6,6,0,0,53.32961628929493
1764,4,6,4,0,0,200.19851193256022
1765,1,4,3,0,0,233.04048883648673
1766,1,6,7,0,0,233.04048883648673
1767,9,1,2,0,0,43.10818354904701
1768,10,2,5,0,0,200.19851193256022
1769,0,0,3,0,1,27.02080847004485
1770,2,0,6,1,1,43.10818354904701
1771,19,2,0,1,0,103.06289000048194
1772,10,2,2,0,0,118.09813614437608
1773,5,0,9,2,0,27.02080847004485
1774,2,0,0,0,1,43.10818354904701
1775,3,2,2,2,0,187.2326310891366
1776,7,1,5,1,0,200.19851193256022
1777,6,3,2,0,0,187.2326310891366
1778,1,0,3,2,0,156.15953479311986
1779,5,3,6,1,0,27.02080847004485
1780,4,0,2,3,0,27.02080847004485
1781,0,2,3,3,0,89.16583905874286
1782,9,0,5,1,0,118.09813614437608
1783,3,5,3,2,0,200.19851193256022
1784,0,0,5,2,0,156.15953479311986
1785,5,3,2,0,0,130.7087424308525
1786,5,3,2,0,0,141.71828898488442
1787,0,0,9,1,0,43.10818354904701
1788,0,0,2,0,0,103.06289000048194
1789,9,0,4,2,1,141.71828898488442
1790,1,0,4,2,0,156.15953479311986
1791,1,0,2,0,0,172.7492065931607
1792,9,0,2,0,0,130.7087424308525
1793,7,5,3,1,0,249.33775301859075
1794,19,1,3,0,0,118.09813614437608
1795,0,4,2,0,0,141.71828898488442
1796,0,1,1,1,0,89.16583905874286
1797,6,3,5,0,0,156.15953479311986
1798,1,0,5,2,0,156.15953479311986
1799,4,2,2,0,0,172.7492065931607
1800,0,0,4,0,1,27.02080847004485
1801,0,1,3,2,0,118.09813614437608
1802,16,4,2,0,0,61.283233089426346
1803,2,0,6,2,1,27.02080847004485
1804,0,0,7,2,0,187.2326310891366
1805,10,2,4,0,0,103.06289000048194
1806,1,5,4,3,1,249.33775301859075
1807,17,4,2,2,0,200.19851193256022
1808,5,2,4,2,0,156.15953479311986
1809,0,1,2,0,0,141.71828898488442
1810,8,0,1,0,0,67.95421998648453
1811,5,1,6,2,0,156.15953479311986
1812,12,4,9,3,0,212.00749960243928
1813,0,5,2,1,1,103.06289000048194
1814,1,3,7,1,0,212.00749960243928
1815,10,1,5,3,0,249.33775301859075
1816,2,5,4,0,0,270.14982462478054
1817,5,1,2,2,2,77.73682636782002
1818,11,0,3,3,0,156.15953479311986
1819,6,5,2,1,0,172.7492065931607
1820,0,0,1,3,0,103.06289000048194
1821,6,2,2,0,0,172.7492065931607
1822,3,5,3,0,0,249.33775301859075
1823,1,2,4,3,0,212.00749960243928
1824,0,2,8,0,0,103.06289000048194
1825,5,0,4,0,1,200.19851193256022
1826,5,0,2,2,0,130.7087424308525
1827,6,5,6,0,0,130.7087424308525
1828,16,5,9,0,1,27.02080847004485
1829,12,2,2,1,0,27.02080847004485
1830,12,5,5,0,0,187.2326310891366
1831,9,0,7,2,0,187.2326310891366
1832,6,4,2,2,0,77.73682636782002
1833,2,2,5,0,0,172.7492065931607
1834,7,2,5,0,1,200.19851193256022
1835,7,2,1,0,0,200.19851193256022
1836,1,0,2,0,0,172.7492065931607
1837,5,5,3,2,0,212.00749960243928
1838,9,2,6,2,0,141.71828898488442
1839,10,0,5,2,0,118.09813614437608
1840,5,4,9,1,0,200.19851193256022
1841,4,4,2,0,1,187.2326310891366
1842,1,1,6,3,1,141.71828898488442
1843,0,1,4,0,0,103.06289000048194
1844,1,1,2,0,0,222.8988288144251
1845,0,0,1,2,1,43.10818354904701
1846,2,0,2,1,0,141.71828898488442
1847,2,4,4,0,1,156.15953479311986
1848,16,1,1,0,0,172.7492065931607
1849,4,1,5,0,0,212.00749960243928
1850,6,2,5,0,0,249.33775301859075
1851,3,1,3,0,0,212.00749960243928
1852,0,0,4,1,0,27.02080847004485
1853,3,1,5,3,0,27.02080847004485
1854,0,5,5,0,0,200.19851193256022
1855,5,1,3,1,0,156.15953479311986
1856,17,5,3,0,0,249.33775301859075
1857,1,0,2,3,0,156.15953479311986
1858,1,4,5,1,0,249.33775301859075
1859,5,0,5,2,0,172.7492065931607
1860,1,2,5,1,0,249.33775301859075
1861,11,5,3,0,0,233.04048883648673
1862,11,2,3,1,0,172.7492065931607
1863,6,0,2,2,0,43.10818354904701
1864,2,5,7,0,0,53.32961628929493
1865,3,0,3,2,0,200.19851193256022
1866,0,1,5,2,0,141.71828898488442
1867,1,1,3,2,0,222.8988288144251
1868,9,3,2,0,0,233.04048883648673
1869,1,0,1,0,1,130.7087424308525
1870,15,4,5,1,0,212.00749960243928
1871,0,0,3,1,0,27.02080847004485
1872,16,4,6,0,1,130.7087424308525
1873,3,5,5,1,0,222.8988288144251
1874,0,1,2,2,0,156.15953479311986
1875,17,1,0,1,0,103.06289000048194
1876,18,2,6,1,0,200.19851193256022
1877,3,0,2,1,1,187.2326310891366
1878,0,3,3,1,0,67.95421998648453
1879,1,1,1,3,0,172.7492065931607
1880,2,0,6,1,0,156.15953479311986
1881,0,0,3,0,0,156.15953479311986
1882,6,4,7,0,0,141.71828898488442
1883,12,1,8,0,0,212.00749960243928
1884,2,0,4,2,1,172.7492065931607
1885,1,2,6,0,1,270.14982462478054
1886,5,0,6,2,0,141.71828898488442
1887,3,5,9,0,0,200.19851193256022
1888,10,5,3,0,0,156.15953479311986
1889,1,1,4,0,1,172.7492065931607
1890,4,1,7,3,0,249.33775301859075
1891,12,5,7,0,0,249.33775301859075
1892,3,5,4,0,0,249.33775301859075
1893,1,4,3,1,0,200.19851193256022
1894,6,0,2,0,1,53.32961628929493
1895,0,0,0,0,0,43.10818354904701
1896,19,2,1,2,1,141.71828898488442
1897,6,1,1,1,0,172.7492065931607
1898,4,2,1,0,0,43.10818354904701
1899,5,2,2,0,1,130.7087424308525
1900,7,0,4,1,0,27.02080847004485
1901,5,1,5,2,0,130.7087424308525
1902,1,5,7,0,0,270.14982462478054
1903,1,7,7,0,1,249.33775301859075
1904,4,5,3,0,0,187.2326310891366
1905,3,1,2,2,0,156.15953479311986
1906,2,3,6,2,0,156.15953479311986
1907,4,0,2,3,0,200.19851193256022
1908,0,5,3,0,0,156.15953479311986
1909,1,1,8,3,0,156.15953479311986
1910,2,2,7,0,0,156.15953479311986
1911,8,1,4,1,0,89.16583905874286
1912,13,0,2,0,0,61.283233089426346
1913,10,3,3,0,0,156.15953479311986
1914,5,2,4,1,0,187.2326310891366
1915,6,0,2,2,0,118.09813614437608
1916,0,0,4,3,0,103.06289000048194
1917,4,5,3,0,0,156.15953479311986
1918,19,0,3,3,1,27.02080847004485
1919,2,6,5,0,2,187.2326310891366
1920,4,2,3,0,0,200.19851193256022
1921,0,0,3,2,0,103.06289000048194
1922,0,0,2,0,0,103.06289000048194
1923,6,6,4,0,0,249.33775301859075
1924,9,2,4,2,1,141.71828898488442
1925,0,5,2,1,0,187.2326310891366
1926,8,1,4,0,0,103.06289000048194
1927,3,4,5,1,1,249.33775301859075
1928,5,1,6,3,0,27.02080847004485
1929,8,5,5,1,0,212.00749960243928
1930,7,1,3,0,0,200.19851193256022
1931,0,0,1,2,0,27.02080847004485
1932,1,0,4,0,2,27.02080847004485
1933,15,1,3,1,0,130.7087424308525
1934,4,3,2,0,0,200.19851193256022
1935,4,2,2,0,0,187.2326310891366
1936,10,0,2,2,0,27.02080847004485
1937,5,4,3,3,0,212.00749960243928
1938,6,1,7,0,0,27.02080847004485
1939,2,0,2,3,0,130.7087424308525
1940,8,0,5,1,0,103.06289000048194
1941,6,6,9,0,0,187.2326310891366
1942,14,4,8,3,0,212.00749960243928
1943,2,5,7,3,0,187.2326310891366
1944,5,0,2,3,0,156.15953479311986
1945,2,6,7,1,0,156.15953479311986
1946,1,3,2,1,0,222.8988288144251
1947,1,0,7,1,0,200.19851193256022
1948,3,0,5,2,0,233.04048883648673
1949,5,0,2,0,0,118.09813614437608
1950,13,1,2,2,0,222.8988288144251
1951,3,5,4,0,0,222.8988288144251
1952,0,1,0,1,1,53.32961628929493
1953,3,0,4,2,0,103.06289000048194
1954,13,4,5,0,0,270.14982462478054
1955,5,0,5,1,1,172.7492065931607
1956,11,3,2,3,0,172.7492065931607
1957,5,0,2,2,0,172.7492065931607
1958,9,1,7,1,0,156.15953479311986
1959,9,3,2,0,1,172.7492065931607
1960,2,0,4,0,0,53.32961628929493
1961,6,4,6,0,0,53.32961628929493
1962,3,0,2,1,0,187.2326310891366
1963,7,1,8,3,1,200.19851193256022
1964,7,2,4,0,0,27.02080847004485
1965,4,0,4,2,0,61.283233089426346
1966,4,5,7,1,0,200.19851193256022
1967,3,1,2,3,0,43.10818354904701
1968,1,1,3,0,0,27.02080847004485
1969,7,4,9,1,0,249.33775301859075
1970,3,6,5,3,0,249.33775301859075
1971,8,1,1,2,1,103.06289000048194
1972,3,3,2,0,0,187.2326310891366
1973,2,1,2,0,0,27.02080847004485
1974,2,0,4,3,0,130.7087424308525
1975,3,2,2,0,0,200.19851193256022
1976,1,0,3,3,1,156.15953479311986
1977,9,4,2,0,1,27.02080847004485
1978,9,0,5,2,0,118.09813614437608
1979,5,0,9,2,0,141.71828898488442
1980,5,0,0,0,0,200.19851193256022
1981,15,4,3,0,0,156.15953479311986
1982,4,6,4,0,0,212.00749960243928
1983,4,1,8,0,0,77.73682636782002
1984,3,2,4,2,0,233.04048883648673
1985,15,4,4,0,1,130.7087424308525
1986,4,4,5,0,0,172.7492065931607
1987,2,4,7,0,0,249.33775301859075
1988,6,3,2,1,0,156.15953479311986
1989,4,1,3,0,0,53.32961628929493
1990,0,0,1,1,0,89.16583905874286
1991,13,3,4,1,0,249.33775301859075
1992,1,0,5,1,0,172.7492065931607
1993,0,0,1,1,0,27.02080847004485
1994,18,0,0,3,0,27.02080847004485
1995,1,1,3,3,0,172.7492065931607
1996,1,5,4,0,0,249.33775301859075
1997,2,5,5,0,1,156.15953479311986
1998,6,1,1,0,0,118.09813614437608
1999,4,5,3,1,0,187.2326310891366
2000,3,3,2,1,0,222.8988288144251
2001,5,0,3,0,0,156.15953479311986
2002,6,5,6,2,0,156.15953479311986
2003,6,0,3,0,0,118.09813614437608
2004,4,5,6,0,0,200.19851193256022
2005,1,2,2,3,0,187.2326310891366
2006,5,1,6,2,0,130.7087424308525
2007,8,1,3,0,0,172.7492065931607
2008,11,5,8,0,0,172.7492065931607
2009,1,1,1,1,0,103.06289000048194
2010,2,0,2,0,0,61.283233089426346
2011,2,2,8,2,2,212.00749960243928
2012,18,4,3,0,1,187.2326310891366
2013,5,0,7,3,0,200.19851193256022
2014,7,0,8,2,0,212.00749960243928
2015,10,5,6,0,0,141.71828898488442
2016,9,0,2,2,0,43.10818354904701
2017,1,0,3,3,0,172.7492065931607
2018,0,1,3,0,1,89.16583905874286
2019,3,1,2,1,0,200.19851193256022
2020,1,0,4,2,0,172.7492065931607
2021,3,5,4,0,0,212.00749960243928
2022,2,1,2,0,1,27.02080847004485
2023,4,0,2,1,1,27.02080847004485
2024,1,3,3,2,0,212.00749960243928
2025,11,4,7,1,0,67.95421998648453
2026,1,4,6,0,0,270.14982462478054
2027,3,5,3,2,1,233.04048883648673
2028,6,5,4,0,0,156.15953479311986
2029,8,0,1,2,0,43.10818354904701
2030,2,3,7,3,0,172.7492065931607
2031,17,5,4,0,0,249.33775301859075
2032,16,4,3,1,0,172.7492065931607
2033,10,0,6,3,0,103.06289000048194
2034,0,0,0,2,0,27.02080847004485
2035,8,4,3,0,0,141.71828898488442
2036,2,2,7,2,0,27.02080847004485
2037,12,0,3,2,0,200.19851193256022
2038,7,5,3,0,0,172.7492065931607
2039,4,0,6,2,0,187.2326310891366
